idRestaurant,name,borough,inspectionDate,grade
41416561,VANESSA'S DUMPLING,MANHATTAN,2016-07-08,A
41636818,FANTASTIC BAGELS,BROOKLYN,2015-09-02,
41693594,ABOVE ROOFTOP,STATEN ISLAND,2016-06-03,A
40398811,RICK'S CABARET,MANHATTAN,2014-07-28,A
41232708,NEW RED FLOWER CHINESE RESTAURANT,BRONX,2016-08-08,
41599963,LA CEMITA RESTAURANT,BROOKLYN,2014-06-26,C
50014661,FINGER LICK'N,BROOKLYN,2015-07-09,
41047105,LIBRETTO'S PIZZERIA,MANHATTAN,2016-08-01,A
41706074,MEI YU SPRING RESTAURANT,MANHATTAN,2013-08-08,
40587835,MCLOUGHLINS BAR,QUEENS,2013-03-14,
40368223,OYSTER BAR,MANHATTAN,2014-03-31,A
41560911,ANTALIA TURKISH CUISINE,MANHATTAN,2016-09-07,
40814430,BAD BOYS PIZZA,BROOKLYN,2013-10-24,
41678386,CORKY'S DINER,BRONX,2012-10-19,
41337501,MANDATO MEXICAN RESTAURANT,BROOKLYN,2015-02-23,A
41649057,SUBWAY,QUEENS,2015-05-07,
41508999,WANG CHINA CITY,BROOKLYN,2016-09-06,
41650394,FRENCH CAFE GOURMAND,MANHATTAN,2014-09-03,B
50002581,TOBY'S ESTATE COFFEE,MANHATTAN,2016-10-13,A
41721974,KODA RESTAURANT & LOUNGE,BROOKLYN,2014-04-02,
41388569,GINGERS (DOUBLE TREE HOTEL),MANHATTAN,2014-07-03,A
41157994,MAXIN BAKERY,QUEENS,2016-05-03,A
41706369,ZEBRA LOUNGE,QUEENS,2015-08-14,
41320919,PANERA BREAD,QUEENS,2014-06-03,
41639740,SEAMSTRESS,MANHATTAN,2013-06-20,
41385384,MIMI'S HUMMUS,BROOKLYN,2013-05-14,
50012922,TAIWANESE RESTAURANT,QUEENS,2016-02-23,B
41645519,NICK'S PIZZA,BRONX,2015-08-17,B
40424430,MOTHER'S BAKE SHOP,BRONX,2014-04-08,
41666265,HOWARD BEACH BAGEL CAFE,QUEENS,2015-08-19,A
41660892,LECHONERA & POLLO SABROSO RESTAURANT,BRONX,2015-07-25,
41100403,SAN MARCO PIZZERIA,BROOKLYN,2014-10-21,
41477434,LITTLE CAESARS,BRONX,2013-08-20,
50001394,EL FOGON RESTAURANT,QUEENS,2016-06-23,
50032825,CROWN FRIED CHICKEN,BROOKLYN,2016-06-23,B
41714102,MARCHA COCINA BAR,MANHATTAN,2016-03-16,A
41300619,AMANECER LATINO RESTAURANT,QUEENS,2013-05-22,
41555969,CHUCK E. CHEESE'S,QUEENS,2015-09-02,A
50044427,JING WAH CHINESE RESTAURANT,QUEENS,2016-02-04,
41586126,NEW SPRING BOY CHINESE RESTAURANT,MANHATTAN,2015-11-17,
50004556,GRAN FAMILIA MEXICANA RESTAURANT,BROOKLYN,2014-03-06,
41232708,NEW RED FLOWER CHINESE RESTAURANT,BRONX,2015-06-26,A
50034061,DI DI RESTAURANT,BROOKLYN,2015-05-12,
50011230,CAFE FREDERICK HARLEM PARLOR,MANHATTAN,2016-08-11,
41608382,COURTSIDE LOUNGE SPORTS BAR,QUEENS,2013-08-19,
41392510,MARIO'S CHICKEN,QUEENS,2015-05-27,A
41713533,DUNKIN' DONUTS,QUEENS,2015-08-12,A
41475992,THE CROOKED KNIFE,MANHATTAN,2013-11-12,A
41722145,HEAVEN SPORTS BAR,QUEENS,2013-10-24,
40659211,NOSH! - COURTYARD BY MARRIOTT,MANHATTAN,2016-10-04,A
40734383,AVRA ESTIATORIO,MANHATTAN,2013-09-30,A
41276111,DUNKIN' DONUTS,QUEENS,2013-07-08,
50033283,MAIELLA,QUEENS,2016-05-27,
50018947,LA POLLERA COLORADA 3,QUEENS,2015-09-22,
41711661,FREE TIME HANGOUT,BROOKLYN,2014-10-30,
40680038,CAVO,QUEENS,2014-08-01,
40840790,ORIGINAL PIZZA,BROOKLYN,2016-02-05,
40722258,SAPPHIRE INDIAN CUISINE,MANHATTAN,2014-02-15,
40895911,RAMONITA'S RESTAURANT,BROOKLYN,2014-04-10,
41479194,H & C BAKERY,BROOKLYN,2013-10-08,B
41555644,ABURIYA KINNOSUKE,MANHATTAN,2015-04-18,A
50036088,MEKELBURG'S,BROOKLYN,2016-01-04,A
50039282,STERLING AFFAIR,BROOKLYN,2015-10-01,
40843357,LIGHTHOUSE CAFE RESTAURANT,BROOKLYN,2015-10-07,B
50004565,PITKIN BONAO GRILL RESTAURANT,BROOKLYN,2014-07-18,
41581656,XI'AN FAMOUS FOODS,MANHATTAN,2016-01-05,B
41205634,CLASSIC KOSHER CATERING,BROOKLYN,2014-07-23,C
40575697,BARRE CAFE AT STEPS,MANHATTAN,2015-11-17,
41633093,EL CERRITO DEL CARMEN RESTAURANT,BROOKLYN,2014-08-14,
41562204,GUY & GALLARD,MANHATTAN,2014-02-14,
41569330,CHIPOTLE MEXICAN GRILL,MANHATTAN,2013-05-31,
41644212,Rafele,MANHATTAN,2015-06-17,
50001324,DUNKIN' DONUTS,QUEENS,2013-07-15,A
50004815,SHAKA BURRITO,MANHATTAN,2014-10-06,
40931915,AVENUE CAFE,QUEENS,2016-07-20,
41523524,ROCKAWAY CROWN RESTAURANT,QUEENS,2014-03-21,
50035779,BIERLEICHEN,QUEENS,2015-06-04,A
40366396,DESMOND'S TAVERN,MANHATTAN,2014-12-02,
41175816,DUNKIN' DONUTS,QUEENS,2016-01-16,
41322705,FISHERMAN'S COVE,BROOKLYN,2014-03-22,B
40717261,HONG FUNG BAKERY,BROOKLYN,2016-06-15,B
41154370,HENRICA'S RESTAURANT,QUEENS,2014-02-12,
40365454,JOE & PAT'S PIZZERIA,STATEN ISLAND,2016-03-10,A
41608024,KOBEYAKI,MANHATTAN,2015-02-17,
41445381,COMFORT INN & SUITES,QUEENS,2014-02-27,
40783989,HANOVER GOURMET DELI,MANHATTAN,2015-03-30,
41177205,TONIC EAST,MANHATTAN,2016-02-16,A
50003771,Akaru Sushi,BROOKLYN,2015-02-09,B
40885478,ROCA TONE SEAFOOD RESTAURANT,BRONX,2015-07-24,
40383609,REAL MADRID RESTAURANT,STATEN ISLAND,2014-09-20,
40401810,LOS ARRIEROS RESTAURANT,QUEENS,2014-03-06,B
41695575,SABA RESTAURANT,QUEENS,2016-05-24,
40673175,LACE,MANHATTAN,2015-02-24,
50017902,CARIBBEAN DELIGHTS,QUEENS,2016-09-30,
50037756,THE FEDERAL BAR BROOKLYN,BROOKLYN,2015-08-15,
41238494,KOWLOON CAFE,BROOKLYN,2015-06-23,
41675367,J-M PIZZA II,BROOKLYN,2013-10-28,A
40866951,MI SUENO RESTAURANT,BRONX,2014-05-09,A
40624458,PRIMO AMORE,QUEENS,2013-03-05,A
50013416,Gong Cha,MANHATTAN,2016-08-22,B
40539661,BAKE AND THINGS RESTAURANT,BROOKLYN,2016-07-20,A
41576098,JR PRIMOS RESTAURANT,BRONX,2014-02-13,
50004651,INFIRMARY,MANHATTAN,2015-05-07,
50018037,CANTON LOUNGE,MANHATTAN,2015-01-08,A
41234608,LA ESCUELITA NUEVA BAR LOUNGE,QUEENS,2014-11-25,
40511479,CIBAR,MANHATTAN,2015-07-23,A
41313451,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,2015-01-22,A
40387549,KELLY'S PUB,QUEENS,2015-03-04,
41666300,HOLSOME BAGELS,BROOKLYN,2016-08-30,A
50043939,ONE & TWO FOODS,BROOKLYN,2016-06-30,B
40559606,THAI SON,MANHATTAN,2016-08-04,A
41145879,DOUGLASTON MANOR,QUEENS,2013-05-30,
41492962,TASTE OF TOKYO,MANHATTAN,2013-03-29,
50034400,EZ BOCARITOS,BRONX,2015-05-06,
41317594,MARK FORGIONE,MANHATTAN,2016-01-14,A
41418529,SUBWAY,MANHATTAN,2015-05-12,A
50001859,ELLARY'S GREENS,MANHATTAN,2013-12-06,A
40671821,DAGAN PIZZA & DAIRY RESTAURANT,BROOKLYN,2015-02-05,
50004773,NEW GARDEN RESTAURANT,QUEENS,2015-11-23,
40926214,LA MONEDA RESTAURANT,BRONX,2016-01-22,A
41447273,KENNEDY PIZZA & CHICKEN,BROOKLYN,2014-11-20,
50053046,DUNKIN DONUTS/BASKIN ROBINS,BRONX,2016-09-22,A
50003153,KELLOGG'S DINER,BROOKLYN,2014-12-13,A
40390209,HAVELI INDIAN RESTAURANT,MANHATTAN,2015-04-28,
41333910,VARIETY,BROOKLYN,2014-12-02,
50019189,TRU-JERK,QUEENS,2015-05-06,A
41576850,WEST END BAR & GRILL,MANHATTAN,2015-05-26,A
41703808,BELLI OSTERIA,BROOKLYN,2013-08-02,A
40653926,LOS GIRASOLES RESTAURANT,BRONX,2013-05-09,A
50015433,FRUCES,MANHATTAN,2015-07-20,A
41643671,JING LUNG CHINESE RESTAURANT,BROOKLYN,2014-12-16,
41429855,SOL HYANG GEE BBQ,QUEENS,2013-12-07,
41451985,BRANCACCIO'S FOOD SHOP,BROOKLYN,2013-10-02,
41670166,PROSPECT,BROOKLYN,2013-04-16,
50041019,KAT & THEO,MANHATTAN,2016-08-25,A
41537422,SALERNO PIZZA,QUEENS,2015-03-24,A
41337907,GOOD HOPE RESTAURANT,BROOKLYN,2015-08-12,
41353929,PIZZARAMA,QUEENS,2015-01-13,A
41239831,SLATTERY'S MIDTOWN PUB,MANHATTAN,2016-04-25,A
40845757,CAFE STEINHOF,BROOKLYN,2013-04-06,
40375699,GENE'S RESTURANT,MANHATTAN,2015-04-09,
41052309,BEAN POST PUB,BROOKLYN,2015-03-04,A
41661153,SAKURA IV,QUEENS,2016-07-13,
41721459,FOO LEE RESTAURANT,BROOKLYN,2016-06-06,
50007359,SARILING ATIN,QUEENS,2014-06-20,
50034192,K'OOK,MANHATTAN,2016-04-26,
41308249,ORIENTAL PLAZA,STATEN ISLAND,2014-05-19,
40659758,ROTI BOTI RESTAURANT,QUEENS,2016-06-14,B
40371771,SCHAFFER'S TAVERN,STATEN ISLAND,2014-11-06,B
40538766,RED EYE GRILL,MANHATTAN,2014-04-07,
50005724,La Panineria,MANHATTAN,2015-06-19,
50015569,PAPA JOHN'S,QUEENS,2014-11-07,
50006381,L'ALBERO DEI GELATI,BROOKLYN,2015-08-29,
41594796,EXTRA BAR CAFE,BROOKLYN,2015-12-17,
41692410,GRAND SHANGHAI,QUEENS,2015-06-18,
50045647,WU'S WONTON KING,MANHATTAN,2016-04-08,B
40624951,CAVATAPPO GRILL,MANHATTAN,2014-10-23,
40759944,LUIGI'S PIZZERIA,BROOKLYN,2013-02-07,
41182747,SUSHI BELL,QUEENS,2014-03-19,A
50032589,BAR CATALINA,MANHATTAN,2016-07-21,
41401794,NEW YORK METS HOME CLUBHOUSE,QUEENS,2014-05-14,A
41094080,FOOTPRINTS CAFE,BROOKLYN,2016-09-01,B
41158252,GOLDEN HORSE RESTAURANT,BRONX,2015-01-26,A
41718908,TAKSIM SQUARE 2,BROOKLYN,2014-01-15,A
41536710,CHIKURIN,BROOKLYN,2016-09-02,
50003406,DUMPLING KINGDOM,MANHATTAN,2014-05-13,A
41515433,SHERATON TRIBECA (ANTICA/STARBUCKS),MANHATTAN,2014-09-29,C
41592230,LA ISLA CAFE RESTAURANT,MANHATTAN,2016-05-11,A
50037343,Y CAFE,MANHATTAN,2015-08-10,
50044571,LOOK BY PLANT LOVE HOUSE,BROOKLYN,2015-12-14,
41658448,LULO RESTAURANT BRONX,BRONX,2014-03-18,
41586091,FENG CHENG YUAN RESTAURANT,MANHATTAN,2014-08-05,
40859175,PRIVE,STATEN ISLAND,2013-05-03,
41630465,YUMMY SUSHI,MANHATTAN,2014-11-20,B
41547788,PETROSSIAN BOUTIQUE,MANHATTAN,2016-08-29,
41555214,FEDORA,MANHATTAN,2014-03-18,A
40612120,STARBUCKS,QUEENS,2013-11-13,A
41148810,TROPICAL SPANISH RESTAURANT,MANHATTAN,2015-12-04,A
40576978,MAMA CARMELA'S,QUEENS,2016-03-22,A
41594624,SAN MARINO RISTORANTE,MANHATTAN,2016-09-13,A
41596350,RIVER JAPANESE CUISINE,QUEENS,2016-10-11,Z
41037299,LEONE'S PIZZERIA & RESTAURANT,QUEENS,2015-07-29,
40623604,GOOD ENOUGH TO EAT (A.G. BISTRO),MANHATTAN,2014-07-23,
41523996,OLD HONG KONG,BRONX,2014-02-07,
40933931,CAFE O',MANHATTAN,2014-06-17,
41371387,FAIRFIELD INN,QUEENS,2015-03-17,A
41583191,QUEZADA RESTAURANT,BROOKLYN,2016-06-30,
40794835,PIZZA PORT,QUEENS,2013-10-10,
50009936,ODDFELLOWS ICE CREAM,MANHATTAN,2015-07-28,A
50000542,LEGEND,MANHATTAN,2013-05-23,
41193976,THAI ELEPHANT RESTAURANT,QUEENS,2013-07-03,B
41497700,KUMO SUSHI,MANHATTAN,2014-10-01,A
41603386,NEW HAPPY JOY,BRONX,2015-10-29,
41268058,MATRYOSHKA (SPA 88),MANHATTAN,2014-12-16,A
50035941,NEW ISLAND GARDEN,STATEN ISLAND,2015-06-11,A
50001241,SHEEZAN RESTAURANT,MANHATTAN,2015-04-24,
41715445,LA CANTINA ECUA-MEX BAR & BILLIARD,MANHATTAN,2014-05-28,
41024987,NEIL'S COFEE SHOP,MANHATTAN,2015-07-09,
50039734,THE BKLYN JUICE COMPANY,BROOKLYN,2015-11-05,A
41694199,LA BAGUETTE SHOP,BROOKLYN,2015-03-06,A
41646934,BELLA'S PLACE,QUEENS,2015-10-24,B
41702179,EL NUEVO BARZOLA RESTAURANT,BROOKLYN,2013-10-24,A
50018657,THE BOULEVARD,BROOKLYN,2015-01-20,
41495273,LUCKY NO.1 CHINESE RESTAURANT,QUEENS,2013-03-18,B
41351040,HUDSON VIEW RESTAURANT,MANHATTAN,2014-08-06,A
41465278,CHANG XING RESTAURANT,BROOKLYN,2014-08-15,A
41713384,US FRIED CHICKEN,BRONX,2014-06-18,
40946989,PAMPANO,MANHATTAN,2014-02-25,
41166903,PITA PRESS/ CEDAR LOCAL,MANHATTAN,2014-04-11,A
41647899,REYNARDS,BROOKLYN,2014-11-07,A
41482555,NO. 1 HUNAN CHINESE RESTAURANT,QUEENS,2013-11-26,
40511659,I TRULLI RESTAURANT,MANHATTAN,2014-07-08,B
41296408,BACARO,MANHATTAN,2014-08-05,
40402423,KNICKERBOCKER CLUB,MANHATTAN,2015-05-08,A
50014973,PARK VIEW DINER,BROOKLYN,2016-09-15,
41700219,COFFEE SHOP DELI,QUEENS,2016-04-07,
40917497,ESSENCE BAR & RESTAURANT,BROOKLYN,2015-05-12,
50010763,LIN'S NO 1 CHINESE RESTAURANT,BRONX,2016-02-25,A
50032599,WILD GINGER,BROOKLYN,2016-05-09,A
41182904,CAFE CON PAN BAKERY,BROOKLYN,2016-07-11,
41267759,IHOP,BRONX,2014-11-19,
41436344,KIM'S ISLAND CHINESE RESTAURANT,STATEN ISLAND,2013-12-04,
41105947,ADOBE BLUES,STATEN ISLAND,2016-06-02,A
41643816,ROCCO'S BRICK OVEN PIZZERIA,QUEENS,2013-07-16,
40395071,DUNKIN' DONUTS,QUEENS,2013-08-24,
41426013,MIMOSA,MANHATTAN,2016-04-29,
40889676,UNO CAFE & BILLIARDS,QUEENS,2014-06-13,B
41654555,NEW KING WOK RESTAURANT,MANHATTAN,2015-08-03,
40577241,ROYAL BAKERY & ROTI SHOP,BROOKLYN,2016-02-25,A
40664744,STARBUCKS,MANHATTAN,2016-09-16,A
50033274,PIZZA PARTY,BROOKLYN,2016-06-07,
41648461,TROPIC POLLO,QUEENS,2013-05-01,A
40396215,GENNARO'S REST & PIZZERIA,STATEN ISLAND,2016-04-20,B
41488532,THE COMMODORE,BROOKLYN,2013-09-05,
41472986,FUJI JAPANESE RESTAURANT,MANHATTAN,2015-09-10,
41473838,NEW WONG WAH BAKERY,MANHATTAN,2016-02-10,
41458340,MR TONG,BROOKLYN,2015-08-24,
40369958,SPARKS STEAK HOUSE,MANHATTAN,2015-03-11,A
50013833,CURRY KABAB,BRONX,2015-07-07,
41651295,GREY LADY/GOA TACO/PARATHA TACO,MANHATTAN,2014-04-14,
41643671,JING LUNG CHINESE RESTAURANT,BROOKLYN,2014-12-16,
41398232,VIP CLUB,MANHATTAN,2015-11-20,A
41486693,KENNEDY CHICKEN & GYROS,MANHATTAN,2016-04-25,A
41634043,SUSHI MIKASA,BROOKLYN,2015-02-18,
40937824,CAFE ALICE,MANHATTAN,2013-11-26,B
41062076,STARBUCKS,BROOKLYN,2014-09-08,
41250984,WING WAGON,BROOKLYN,2014-07-31,
50035391,FRUITS & WAFFLES,QUEENS,2015-07-21,
50015531,SUBWAY,BROOKLYN,2014-12-05,A
41122178,PORT ROYAL JAMAICAN RESTAURANT,QUEENS,2013-06-21,
50001203,AKI SUSHI,MANHATTAN,2016-06-28,B
50044234,PRET A MANGER,MANHATTAN,2015-11-30,
50014309,LA TORRE RESTAURANT & BAR,BRONX,2014-11-22,
40733411,MCDONALD'S,MANHATTAN,2015-05-27,A
50035725,JUST SALAD,BROOKLYN,2016-02-09,A
40903172,TRACKS RAW BAR & GRILL,MANHATTAN,2012-12-27,A
41612180,WOODLAND,BROOKLYN,2014-05-10,
41461968,SAPPHIRE,QUEENS,2014-04-12,A
41694556,L'ISOLA RESTAURANT,BROOKLYN,2016-07-14,
41659574,THE NUAA,MANHATTAN,2015-03-25,
41270442,L.A. BURRITO,BROOKLYN,2015-06-18,
41167273,LA OFICINA BAR,QUEENS,2015-10-02,
40840590,POPEYES LOUISIANA KITCHEN,BROOKLYN,2016-04-25,A
40561003,AUNTIE ANNE'S PRETZELS,MANHATTAN,2015-08-20,
41390799,IRVING PLAZA,MANHATTAN,2016-05-12,A
41228468,THE RITZ BAR & LOUNGE,MANHATTAN,2016-07-27,A
41274605,MELODY CAFE & RESTAURANT,QUEENS,2015-06-04,A
50019107,TESHIGOTOYA,MANHATTAN,2015-01-28,
50016843,BERTI RESTAURANT & LOUNGE,MANHATTAN,2016-07-27,
40927908,TEDDY'S CAFE,BRONX,2013-10-24,
41340437,ROMA BAR & GRILL,BROOKLYN,2014-08-16,
41710990,POPEYES LOUISIANA KITCHEN,BROOKLYN,2013-05-04,
41106672,BOGOTA LATIN BISTRO,BROOKLYN,2016-09-21,
41438509,JUDY KARAOKE,MANHATTAN,2014-12-03,B
41039019,ALI BABA RESTAURANT,MANHATTAN,2013-06-04,B
50002599,LUZZO'S BK,BROOKLYN,2015-06-02,A
41713537,DUNKIN' DONUTS,QUEENS,2014-04-12,
50043550,ZABKA,BROOKLYN,2016-07-18,A
41276811,MUSIC HALL OF WILLIAMSBURG,BROOKLYN,2015-10-16,A
50018344,LAS ORQUIDEAS RESTAURANT,BRONX,2015-10-28,
41186059,BAGELBERRY,QUEENS,2015-02-11,A
41425806,AANGAN,MANHATTAN,2016-06-21,B
41148810,TROPICAL SPANISH RESTAURANT,MANHATTAN,2013-05-17,A
41610260,FIRST STOP DELI,BROOKLYN,2013-12-24,B
41643852,Vegan,BROOKLYN,2014-07-01,A
41388853,SUBWAY,BROOKLYN,2014-04-28,
50056586,MAISON PICKLE,MANHATTAN,1900-01-01,
41372356,HILTON NEW YORK MAIN KITCHEN,MANHATTAN,2015-05-14,
50006816,OAXACA TAQUERIA,BROOKLYN,2016-03-17,
50036906,OASIS OF MIDDLE EAST,BRONX,2016-03-01,A
41384895,EL VALLE RESTAURANT,BRONX,2015-10-19,A
41560827,CIRCLE LINE BROOKLYN,MANHATTAN,2015-04-17,A
50005732,SNACK BAR,MANHATTAN,2014-02-18,
50001984,GINZA SUSHI,BROOKLYN,2014-07-12,A
40600619,BURGER KING,MANHATTAN,2014-02-11,A
50002803,EL NUEVO TENAMPA RESTAURANTE,BRONX,2015-10-01,
50040819,SUBWAY,STATEN ISLAND,2016-07-20,A
41627123,WALTER'S,BROOKLYN,2016-06-25,A
41643671,JING LUNG CHINESE RESTAURANT,BROOKLYN,2016-10-05,A
50018775,ROSIE'S,MANHATTAN,2016-04-23,
41164678,NIOS RESTAURANT,MANHATTAN,2016-02-10,B
41197199,AMC THEATRES,MANHATTAN,2013-07-20,
41414276,SUBWAY,QUEENS,2015-06-29,A
41424537,TACOS & BURRITO GRILL,BROOKLYN,2013-08-22,
50004302,FRESH TAKE JUICE BAR,BRONX,2014-03-25,A
41167181,BRIDIES BAR AND GRILL,QUEENS,2016-04-12,
50017954,MEXICAN APPLE BBQ,QUEENS,2016-01-13,
41440886,BIBI,MANHATTAN,2015-05-15,A
41246771,WOODSIDE KITCHEN,QUEENS,2013-07-01,B
50015185,MARCY & MYRTLE COFFEE BAR,BROOKLYN,2015-01-06,A
41278299,LEMON LEAVES,MANHATTAN,2015-04-14,
41539001,EVERYTHING YOGURT/GRETEL'S PRETZELS,BROOKLYN,2015-05-02,A
41701495,ZEN 6 RAMEN & GYOZA  HOUSE,MANHATTAN,2014-06-18,
50002768,VIVA,MANHATTAN,2015-06-12,
41632951,MCDONALD'S,BROOKLYN,2014-09-24,
50002654,HOMEMADE TAQUERIA,QUEENS,2015-05-20,A
41387224,B AND B RESTAURANT,MANHATTAN,2014-07-22,
50001441,WAYSIDE,MANHATTAN,2014-07-10,
50013062,CHICKEN RANCH,MANHATTAN,2015-10-29,
41699619,DAVIDsTEA,BROOKLYN,2014-09-04,A
41315391,SOOKK THAI RESTAURANT,MANHATTAN,2016-01-27,
40379994,YANKEE CLIPPER,QUEENS,2013-08-30,A
50006398,CROXLEYS THE ABBEY,BROOKLYN,2015-12-03,A
41561959,SUN MARIO BAKERY,BROOKLYN,2015-10-06,A
40947971,K & Q RESTARUANT,BRONX,2015-11-09,A
41180783,O'SAKE JAPANESE RESTAURANT,QUEENS,2014-10-16,
41226798,NEW SHANGHAI CHINESE & JAPANESE KITCHEN,QUEENS,2014-03-20,A
41249550,INSIDE PARK AT ST. BART'S,MANHATTAN,2013-06-03,A
41692410,GRAND SHANGHAI,QUEENS,2014-02-04,
41120866,LA ESQUINA ''THE CORNER'',MANHATTAN,2015-04-27,
41715918,DELI PIZZA PIZZERIA & TAQUERIA,QUEENS,2014-04-28,
50003580,XING WONG BBQ,MANHATTAN,2015-02-17,
41689500,KINGSTON HALL,MANHATTAN,2013-08-21,
50042128,THE BRONX BEER HALL,BRONX,2015-11-18,
50013414,KING NOODLE,QUEENS,2014-08-21,
50052462,LUIGI PIZZERIA & RESTAURANT,QUEENS,2016-09-15,A
50000457,MARTHITA'S BAR & GRILL,BROOKLYN,2016-02-19,
50015746,PUNTO CIBAENO RESTAURANT,QUEENS,2016-08-02,
50045141,SHINBASHI RESTAURANT,MANHATTAN,2016-10-11,Not Yet Graded
40395597,ELMHURST FAMOUS PIZZA,QUEENS,2016-01-27,
50012296,GOLDEN WOK CHINESE RESTAURANT,MANHATTAN,2015-03-30,
41642313,LA ROSA BAKERY,BRONX,2015-07-29,
41507617,MR. TANG,BROOKLYN,2015-01-26,
41563537,BENITO ONE,MANHATTAN,2015-02-12,
41436878,CASA LEVER,MANHATTAN,2015-05-14,
41217606,MCDONALD'S,BRONX,2013-07-09,
40848434,COFFEE EXPRESS,QUEENS,2016-01-04,
50032895,NEW KINGS MEN KITCHEN,BROOKLYN,2015-03-14,
40979259,BAI SUSHI,QUEENS,2014-12-26,A
40809137,9024/CATERING BY MICHAEL SCHICK INC.,BROOKLYN,2015-09-21,
41630612,NEBU HOOKAH LOUNGE,QUEENS,2016-03-12,C
40367377,ZUM STAMMTISCH,QUEENS,2015-10-21,
40988786,LE CAFE,MANHATTAN,2013-10-04,A
50018036,BUSHWICK PUBLIC HOUSE,BROOKLYN,2015-02-18,
41637082,NUTRIPAN COLOMBIAN BAKERY,QUEENS,2013-09-16,
41022637,STONE PARK CAFE,BROOKLYN,2015-04-16,A
40798867,POSH,MANHATTAN,2013-03-07,A
50000457,MARTHITA'S BAR & GRILL,BROOKLYN,2015-01-21,B
41541625,LI'S GOLDEN CITY RESTAURANT,BRONX,2014-10-21,
50000715,JR. BELLA'S,BROOKLYN,2015-03-27,A
41679736,ROYALTON HOTEL,MANHATTAN,2014-03-10,A
41246054,KENNEDY FRIED CHICKEN,BRONX,2015-10-15,
50000303,NEW TRADITIONS,QUEENS,2014-11-26,
40785565,BILLYMARKS WEST,MANHATTAN,2013-04-05,
41145134,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,2015-07-28,A
41564527,THE ORIGINAL CULPEPPERS RESTAURANT,BROOKLYN,2015-05-26,
40786921,BOSTON MARKET,QUEENS,2014-12-18,
40612297,ISE MENKUI-TEI,MANHATTAN,2013-06-24,
41157590,SEBA-SEBA,QUEENS,2014-04-28,A
50045946,GREENWOOD QUALITY BAKERY,QUEENS,2016-03-01,
50017732,FISHERMAN'S COVE,BROOKLYN,2015-08-08,A
41600476,BELLA ROZA,QUEENS,2014-08-20,
50007605,GATO,MANHATTAN,2015-02-25,A
41497934,ISLAND BURGER,BROOKLYN,2015-08-20,A
50048324,TACOS AL SUADERO,QUEENS,2016-05-12,
50014618,TOTTO RAMEN,MANHATTAN,2016-08-23,
41010772,TWO DOORS,MANHATTAN,2016-10-15,
41531476,ANGIE'S BREAKFAST SPOT,BROOKLYN,2014-09-04,
40606656,LATERNA TAVERNA,QUEENS,2013-08-21,
50048051,SALSA ZONE,BRONX,2016-10-08,Not Yet Graded
41343242,EAST PACIFIC,STATEN ISLAND,2014-08-16,
40363098,DUNKIN' DONUTS,BROOKLYN,2013-01-08,A
50002320,LA REINA DEL SUR RESTAURANT & BAR,QUEENS,2014-11-22,
41245736,LIME LEAF,MANHATTAN,2014-12-30,
50036906,OASIS OF MIDDLE EAST,BRONX,2015-08-05,A
40368018,TERRACE CAFE,BRONX,2015-05-06,
50001298,The Rookery,BROOKLYN,2016-05-24,A
41301130,TAURO RESTAURANT,MANHATTAN,2014-12-15,
41456654,CAFE ARGENTINO,BROOKLYN,2015-04-22,
41331752,DON GIOVANNI,MANHATTAN,2015-11-18,
41683838,BM DELI & GROCERY,MANHATTAN,2015-06-08,A
41654556,FPB  BAKERY,MANHATTAN,2015-05-11,
50039469,KORYODANG BAKERY,QUEENS,2015-11-19,
40384757,MISHIMA RESTAURANT,MANHATTAN,2016-02-09,B
41576290,PARADISE 2 INTERNATIONAL RESTAURANT AND BAKERY,BROOKLYN,2012-12-05,
41535665,TIO PIO,BROOKLYN,2016-10-03,A
41315553,MEDINA FRIED CHICKEN & INDIAN CUISINE,QUEENS,2015-04-13,A
40820348,DOMINO'S,BROOKLYN,2015-10-28,C
40825868,KOSHER DELUXE,MANHATTAN,2013-10-21,
41593541,HARLEM TAVERN,MANHATTAN,2014-10-31,B
40395882,WHITE CASTLE,QUEENS,2016-10-06,A
50035078,JO JUICE AND SALAD BAR,BROOKLYN,2016-01-06,A
41042383,EL DORADO RESTAURANT,QUEENS,2015-11-12,
41601799,KABOB SHACK,BROOKLYN,2016-07-22,
41273068,FREEFOODS,MANHATTAN,2016-01-27,
41720016,PARCEROS BAKERY,QUEENS,2015-11-21,
41020964,POLONICA RESTAURANT,BROOKLYN,2016-05-17,A
41721903,ARMONIE,MANHATTAN,2015-10-02,
50009731,CAFFE BENE,QUEENS,2015-12-14,
41548213,61 LOCAL,BROOKLYN,2016-01-25,
41444899,CASA ASIA,QUEENS,2014-06-19,
41171542,NATIONAL BAKERY,BRONX,2014-01-27,A
41711734,SEAFOOD HOT POT BUFFET,BROOKLYN,2016-10-07,A
50032793,BLACK FLAMINGO,BROOKLYN,2016-02-27,
50042598,SAFFRON GARDEN,QUEENS,2016-03-06,B
40400366,VIN ET FLEURS,MANHATTAN,2014-06-18,
50043402,ROYAL FRIED CHICKEN,QUEENS,2016-09-06,
40386675,COPPER KETTLE,QUEENS,2014-01-11,A
40536599,OLIVE TREE,MANHATTAN,2015-02-03,
